year,title,count
1964,Gertrud,1
2008,Whore,1
1966,The Russians Are Coming the Russians Are Coming,1
1972,Up the Sandbox,1
2003,The United States of Leland,1
2002,Interstate 60: Episodes of the Road,1
2001,Friends and Family,1
1979,Beyond the Poseidon Adventure,1
1961,The Hustler,1
2003,It Runs in the Family,1
1980,Raging Bull,1
1973,The Exorcist,1
1987,Withnail & I,1
2004,Country of My Skull,1
1995,The Indian in the Cupboard,1
1989,Chrome Hearts,1
1990,"¡Ay, Carmela!",1
1957,The Delicate Delinquent,1
1954,La strada,1
1991,Zombie ja Kummitusjuna,1
1959,Ballada o soldate,1
2004,Dear Frankie,1
1999,Detroit Rock City,1
1981,Body Heat,1
1975,The Man Who Would Be King,1
1946,Humoresque,1
1994,Ace Ventura: Pet Detective,1
1989,The Abyss,1
1988,Action Jackson,1
1994,Pao Da Shuang Deng,1
1997,Boys Life 2,1
2003,War Stories,1
1973,Shurayukihime,1
1966,This Property Is Condemned,1
1989,The Fabulous Baker Boys,1
1986,She's Gotta Have It,1
1940,Santa Fe Trail,1
2007,I'm Not There.,1
1981,Heartbeeps,1
1986,At Close Range,1
1983,Amityville 3-D,1
2006,The Wild,1
1988,Taffin,1
1982,La nuit de Varennes,1
1985,Invasion U.S.A.,1
2006,Monster House,1
2007,Beowulf,1
1995,Virtuosity,1
1919,Male and Female,1
2001,Koroshiya 1,1
1998,Gods and Monsters,1
1962,David and Lisa,1
2005,American Gun,1
2002,City of Ghosts,1
1949,Jour de fête,1
1987,The Pick-up Artist,1
2008,Vals Im Bashir,1
1972,Roma,1
2001,Lucía y el sexo,1
2008,Leatherheads,1
1966,The Ghost and Mr. Chicken,1
1975,Die verlorene Ehre der Katharina Blum oder: Wie Gewalt entstehen und wohin sie führen kann,1
2001,Hotel,1
1999,Gohatto,1
1962,Gay Purr-ee,1
1965,"Faster, Pussycat! Kill! Kill!",1
2003,The Reckoning,1
1999,The Suburbans,1
1986,Highlander,1
1931,Platinum Blonde,1
1993,Sugar Hill,1
1995,The Crossing Guard,1
2007,Fracture,1
1928,Champagne,1
2007,Mr. Brooks,1
1995,"Institute Benjamenta, or This Dream People Call Human Life",1
1949,She Wore a Yellow Ribbon,1
1990,Green Card,1
2007,Kurôzu zero,1
2009,Where the Wild Things Are,1
1989,Glory,1
1996,The Long Kiss Goodnight,1
1952,Sudden Fear,1
1970,Airport,1
1998,Kirikou et la sorcière,1
2002,Une femme de ménage,1
1986,Ferris Bueller's Day Off,1
1968,Monterey Pop,1
1989,Triumph of the Spirit,1
1980,The Competition,1
1954,Touchez pas au grisbi,1
2008,The Other Boleyn Girl,1
1941,The Blood of Jesus,1
2004,Envy,1
2004,Ella Enchanted,1
1988,Iron Eagle II,1
1932,Tarzan the Ape Man,1
1982,E.T.: The Extra-Terrestrial,1
1965,How to Stuff a Wild Bikini,1
2003,Out of Time,1
1989,Santa sangre,1
1979,1941,1
1994,Blue Sky,1
1981,The Incredible Shrinking Woman,1
1980,Divine Madness,1
2002,Jibeuro,1
1987,A Nightmare on Elm Street 3: Dream Warriors,1
1965,Operation Crossbow,1
1974,Dirty Mary Crazy Larry,1
2006,Deck the Halls,1
2002,Hansel & Gretel,1
2005,Pretty Persuasion,1
1963,X,1
2007,Encounters at the End of the World,1
2004,Book of Love,1
1997,Wild Man Blues,1
1982,If You Could See What I Hear,1
1988,The Serpent and the Rainbow,1
2001,Scary Movie 2,1
2006,Night at the Museum,1
1946,Bedlam,1
2004,Laws of Attraction,1
1955,The Seven Year Itch,1
1997,Night of the Demons III,1
1982,Hanky Panky,1
1979,...And Justice for All.,1
1936,Come and Get It,1
1988,Bat*21,1
1998,La niña de tus ojos,1
1993,Dream Lover,1
1940,Our Town,1
1999,End of Days,1
1969,Anne of the Thousand Days,1
2004,The Bridge of San Luis Rey,1
1948,Portrait of Jennie,1
1993,Striking Distance,1
2006,Big Nothing,1
1968,"I Love You, Alice B. Toklas!",1
2007,Nothing Is Private,1
1958,The Reluctant Debutante,1
1997,Uncle Sam,1
1993,Puppet Master 4,1
1986,Poltergeist II: The Other Side,1
1999,Things You Can Tell Just by Looking at Her,1
1992,A River Runs Through It,1
1961,La notte,1
1989,Police Academy 6: City Under Siege,1
1995,Johnny Mnemonic,1
2004,D.E.B.S.,1
2006,World Trade Center,1
1979,More American Graffiti,1
1984,The Last Starfighter,1
1981,Take This Job and Shove It,1
1969,Marquis de Sade: Justine,1
1997,Touch,1
1988,Nuovo Cinema Paradiso,1
1996,Marvin's Room,1
2004,Brødre,1
1985,Subway,1
1998,A Bug's Life,1
1998,"A Cool, Dry Place",1
2007,"Romulus, My Father",1
1958,I Bury the Living,1
1970,There's a Girl in My Soup,1
1987,The Running Man,1
1990,Rosencrantz & Guildenstern Are Dead,1
2006,Amazing Grace,1
1985,Rustlers' Rhapsody,1
1987,Hollywood Shuffle,1
2004,Birth,1
1971,The Million Dollar Duck,1
1997,Les Boys,1
1997,The Pest,1
1987,Mascara,1
1968,Where Eagles Dare,1
1949,The Heiress,1
1999,Men of Means,1
1997,Nirvana,1
1981,Caveman,1
1990,Mo' Better Blues,1
1991,L.A. Story,1
1975,Bite the Bullet,1
1980,The Last Flight of Noah's Ark,1
2004,Diarios de motocicleta,1
1995,The Tie That Binds,1
1997,RocketMan,1
2005,Unknown White Male,1
1991,Drop Dead Fred,1
2008,Role Models,1
2001,Le pacte des loups,1
1998,Los amantes del Círculo Polar,1
1972,1776,1
1989,Say Anything...,1
1993,Warlock: The Armageddon,1
1991,Eyes of an Angel,1
2004,Wicker Park,1
1972,Ultimo tango a Parigi,1
1974,Blazing Saddles,1
1985,Explorers,1
1973,Bang the Drum Slowly,1
1993,Mùi du du xanh - L'odeur de la papaye verte,1
1991,Another You,1
1995,Underground,1
1941,All That Money Can Buy,1
2002,High Crimes,1
1980,The Blue Lagoon,1
1994,Federal Hill,1
2005,Conversations with Other Women,1
2000,Grateful Dawg,1
1999,The Love Letter,1
1995,Cutthroat Island,1
1970,Kelly's Heroes,1
1991,Boyz n the Hood,1
2001,Mávahlátur,1
2003,House of Sand and Fog,1
1983,Two of a Kind,1
1973,Paper Moon,1
2006,Sugar & spice: Fûmi zekka,1
1950,Stage Fright,1
1963,Matango,1
1973,Emperor of the North Pole,1
1925,The Gold Rush,1
1986,Peggy Sue Got Married,1
2000,Black Tar Heroin: The Dark End of the Street,1
2003,Luther,1
1980,Death Ship,1
1990,The Bonfire of the Vanities,1
1979,The Electric Horseman,1
2002,My Big Fat Greek Wedding,1
1997,In the Company of Men,1
1940,The Sea Hawk,1
1982,An Officer and a Gentleman,1
2005,Hard Candy,1
1931,The Skin Game,1
1996,Hustler White,1
1989,Star Trek V: The Final Frontier,1
2003,Intermission,1
2005,MirrorMask,1
1960,Elmer Gantry,1
1947,Out of the Past,1
1997,An Alan Smithee Film: Burn Hollywood Burn,1
2006,Who the #$&% Is Jackson Pollock?,1
1999,Body Shots,1
2002,Minority Report,1
1965,Rekopis znaleziony w Saragossie,1
2000,Final Destination,1
1998,The Theory of Flight,1
1965,Dr. Goldfoot and the Bikini Machine,1
1994,PCU,1
1972,Junior Bonner,1
1973,A Touch of Class,1
1952,What Price Glory,1
1940,Northwest Passage' (Book I -- Rogers' Rangers),1
1933,42nd Street,1
1945,A Walk in the Sun,1
2002,Try Seventeen,1
2001,Human Nature,1
2000,Amores perros,1
2005,The Honeymooners,1
2001,Harvard Man,1
2004,After the Sunset,1
1956,Notre-Dame de Paris,1
2006,The Lake House,1
1940,Dark Command,1
1989,Anything But Love,1
2004,10.5,1
1994,The Search for One-eye Jimmy,1
1992,The Lawnmower Man,1
1996,Different for Girls,1
2002,Trapped,1
1980,Honeysuckle Rose,1
1966,Le roi de coeur,1
1991,JFK,1
1998,Chairman of the Board,1
1988,I'm Gonna Git You Sucka,1
1996,Losing Chase,1
1994,Clean Slate,1
2002,Être et avoir,1
1957,The River's Edge,1
2001,El espinazo del diablo,1
1940,Foreign Correspondent,1
1994,The Hudsucker Proxy,1
1993,Sonatine,1
2002,We Were Soldiers,1
1977,The Rescuers,1
1985,Turtle Diary,1
1946,Green for Danger,1
2008,Breathing Room,1
1994,Cops and Robbersons,1
1992,L'amant,1
1998,Sibirskiy tsiryulnik,1
1972,Kozure Ôkami: Oya no kokoro ko no kokoro,1
1996,I'm Not Rappaport,1
2004,Closer,1
2008,Kidnap,1
1996,Head Above Water,1
1998,Ronin,1
1965,Von Ryan's Express,1
2003,The Battle of Shaker Heights,1
1974,Lenny,1
1983,The Pirates of Penzance,1
2006,Death of a President,1
1987,Made in Heaven,1
1939,Destry Rides Again,1
1998,Elizabeth,1
1962,Walk on the Wild Side,1
1998,Home Fries,1
1954,Johnny Guitar,1
1988,The Great Outdoors,1
1981,Mommie Dearest,1
1994,Airheads,1
1954,Ulisse,1
1990,Pretty Woman,1
1995,Jupiter's Wife,1
1992,Shuang long hui,1
2006,Ira & Abby,1
1998,Deep Rising,1
1996,Beautiful Girls,1
2005,On a Clear Day,1
1998,Almost Heroes,1
1975,Barry Lyndon,1
2000,The Filth and the Fury,1
1937,The Good Earth,1
1990,Graffiti Bridge,1
1997,Vor,1
1998,The Prophecy II,1
2006,16 Blocks,1
1983,10 to Midnight,1
2008,The Secret Life of Bees,1
2002,Frida,1
2005,La marche de l'empereur,1
2005,Beowulf & Grendel,1
1961,The Comancheros,1
1982,Tag: The Assassination Game,1
2004,Lakposhtha parvaz mikonand,1
1983,Narayama-bushi kô,1
1984,Kaze no tani no Naushika,1
1958,A Night to Remember,1
1971,The Last Valley,1
2002,8 femmes,1
1980,The Final Countdown,1
1961,Greyfriars Bobby: The True Story of a Dog,1
2002,Darkness,1
1971,Reazione a catena,1
1994,Death Wish V: The Face of Death,1
1968,Where Angels Go Trouble Follows!,1
1972,The Harder They Come,1
1990,Mr. & Mrs. Bridge,1
1977,Stroszek,1
1986,Dogs in Space,1
1992,My New Gun,1
2002,XX/XY,1
2004,Spanglish,1
1963,Lilies of the Field,1
1972,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1
1998,What Dreams May Come,1
1965,The Agony and the Ecstasy,1
1995,Halloween: The Curse of Michael Myers,1
1991,An American Tail: Fievel Goes West,1
1993,Groundhog Day,1
1982,Still of the Night,1
2001,On the Line,1
2001,The Caveman's Valentine,1
1949,Banshun,1
1966,Ostre sledované vlaky,1
2001,The Wash,1
1993,My Boyfriend's Back,1
1995,Tough and Deadly,1
1977,The Kentucky Fried Movie,1
2001,Shiqi sui de dan che,1
1971,The Trojan Women,1
2008,First Sunday,1
1955,It Came from Beneath the Sea,1
1987,Jaws: The Revenge,1
1941,Meet John Doe,1
1999,In Too Deep,1
1982,The Year of Living Dangerously,1
1943,Ossessione,1
1948,Yoru no onnatachi,1
2007,Joulutarina,1
1994,Terminal Velocity,1
1995,Gospa,1
1985,The Man with One Red Shoe,1
1999,Agnes Browne,1
1984,Indiana Jones and the Temple of Doom,1
1995,Mighty Morphin Power Rangers: The Movie,1
1993,Son in Law,1
2005,The Cave,1
2007,Reno 911!: Miami,1
1980,The Exterminator,1
1997,Good Burger,1
2005,Four Brothers,1
1981,Faces of Death II,1
1968,Witchfinder General,1
2001,Children Underground,1
1999,Solas,1
1952,The Snows of Kilimanjaro,1
2001,Tape,1
2000,The Young Unknowns,1
1982,The Secret of NIMH,1
1937,Nothing Sacred,1
1966,A Funny Thing Happened on the Way to the Forum,1
1992,Pet Sematary II,1
1992,Love Field,1
2003,Dogville,1
1985,Code of Silence,1
1995,Denise Calls Up,1
2003,Jigureul jikyeora!,1
2000,Bait,1
1977,The People That Time Forgot,1
1994,Backbeat,1
1999,Election,1
1993,Falling Down,1
1998,Safe House,1
1963,4 for Texas,1
2006,Home of the Brave,1
1982,The Verdict,1
2006,Hoot,1
1994,I'll Do Anything,1
1985,Def-Con 4,1
2000,Gongdong gyeongbi guyeok JSA,1
1990,Days of Thunder,1
1992,Mo' Money,1
1973,The Legend of Hell House,1
2002,Ken Park,1
1989,Bloodhounds of Broadway,1
1988,Brain Damage,1
1974,Gekitotsu! Satsujin ken,1
1980,Breaker' Morant,1
2004,Noel,1
1997,Cats Don't Dance,1
1980,Roadie,1
2001,Revolution #9,1
2000,The Skulls,1
1998,"Martha - Meet Frank, Daniel and Laurence",1
2000,The Million Dollar Hotel,1
1983,Rock & Rule,1
1944,I'll Be Seeing You,1
1987,American Ninja 2: The Confrontation,1
1965,Cat Ballou,1
1985,Idi i smotri,1
1999,La fille sur le pont,1
2007,1408,1
2006,Once,1
1987,Critical Condition,1
1990,Come See the Paradise,1
1996,Basquiat,1
2002,The Kid Stays in the Picture,1
1966,Thunderbirds Are GO,1
2007,Paranoid Park,1
1990,The Rescuers Down Under,1
1996,Kama Sutra: A Tale of Love,1
1996,My Fellow Americans,1
1997,Home Alone 3,1
1970,MASH,1
1987,Campus Man,1
2001,Le peuple migrateur,1
2000,Lockdown,1
2003,Ricordati di me,1
1985,Enemy Mine,1
2000,Calle 54,1
2007,Le voyage du ballon rouge,1
1983,The Star Chamber,1
1964,The Long Ships,1
2003,Open Range,1
1971,Il gatto a nove code,1
1991,Switch,1
1999,Buddy Boy,1
1991,La belle noiseuse,1
1994,Grosse fatigue,1
1996,Primal Fear,1
2003,The Last Samurai,1
1987,Hello Again,1
1976,The Song Remains the Same,1
2003,21 Grams,1
1976,Rocky,1
2000,Little Nicky,1
2005,Paha maa,1
1996,Bad Moon,1
1980,Midnight Madness,1
1990,Tulitikkutehtaan tyttö,1
2001,Serendipity,1
2001,Bridget Jones's Diary,1
1990,Jacob's Ladder,1
1994,The Lion King,1
2001,Festival in Cannes,1
1997,McHale's Navy,1
2008,Another Cinderella Story,1
1987,Walk Like a Man,1
2002,Super Sucker,1
1998,Bure baruta,1
1981,Ragtime,1
2001,The Mystic Masseur,1
1965,Help!,1
1974,A Woman Under the Influence,1
1967,The Taming of the Shrew,1
1986,Le déclin de l'empire américain,1
1996,Hype!,1
2002,Irréversible,1
2000,Tillsammans,1
1999,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1
2007,Teeth,1
2005,Two for the Money,1
1947,Monsieur Verdoux,1
1994,Destiny in Space,1
2008,War of the Worlds 2: The Next Wave,1
2008,The Onion Movie,1
2006,Heartbreak Hotel,1
2003,All the Real Girls,1
2002,Eight Legged Freaks,1
1928,Oktyabr,1
1998,Following,1
2001,Loin,1
1999,Titus,1
1993,Bai fa mo nu zhuan,1
1958,Bell Book and Candle,1
2004,Saving Face,1
1965,Giulietta degli spiriti,1
1997,The Education of Little Tree,1
2000,Miss Congeniality,1
1996,The Craft,1
1964,Lady in a Cage,1
1992,Unlawful Entry,1
2007,Du levande,1
2008,Flash of Genius,1
1990,Don't Tell Her It's Me,1
1979,The Villain,1
1982,Swamp Thing,1
2007,Primeval,1
1990,Basket Case 2,1
2006,Venus,1
1996,Dear God,1
1965,The Greatest Story Ever Told,1
1994,Andre,1
2006,Apocalypto,1
2003,Kontroll,1
2001,The Princess Diaries,1
2008,What Happens in Vegas,1
1994,Clear and Present Danger,1
1985,The Last Dragon,1
1948,Red River,1
1991,Flight of the Intruder,1
1998,Kurt & Courtney,1
1950,Kim,1
1977,The Many Adventures of Winnie the Pooh,1
1958,Auntie Mame,1
2007,Becoming Jane,1
1984,Children of the Corn,1
1993,Wallace & Gromit in The Wrong Trousers,1
1995,Fluke,1
1955,Du rififi chez les hommes,1
1947,Golden Earrings,1
2004,Ocean's Twelve,1
2007,Hannibal Rising,1
1977,Jesus of Nazareth,1
1993,"Bodies, Rest & Motion",1
1988,Mr. North,1
1984,Night Patrol,1
2006,Perfume: The Story of a Murderer,1
2002,Dog Soldiers,1
2006,Scoop,1
2003,Final Destination 2,1
2000,The Emperor's New Groove,1
1925,Bronenosets Potyomkin,1
1958,Ansiktet,1
1995,Frankie Starlight,1
1995,Father of the Bride Part II,1
1996,Big Night,1
1996,The Crow: City of Angels,1
1986,Heartburn,1
2005,49 Up,1
1971,The Panic in Needle Park,1
1978,Eyes of Laura Mars,1
2007,Steal a Pencil for Me,1
2005,Dalkomhan insaeng,1
1978,Midnight Express,1
1984,Forbrydelsens element,1
1982,Eating Raoul,1
1949,"""The Lone Ranger""",1
1980,Don't Go in the House,1
1996,Caught,1
2006,An Unreasonable Man,1
1956,Love Me Tender,1
2000,Duets,1
1998,Le nain rouge,1
1979,The Fifth Musketeer,1
1964,Paris - When It Sizzles,1
2000,Saving Grace,1
1990,"God afton, Herr Wallenberg - En Passionshistoria från verkligheten",1
1998,Paulie,1
2002,All or Nothing,1
1999,Beyond the Mat,1
2004,Without a Paddle,1
1993,Kalifornia,1
1992,Peter's Friends,1
1992,Knight Moves,1
1985,The Peanut Butter Solution,1
2003,Scorched,1
1993,Fire in the Sky,1
1989,When Harry Met Sally...,1
1951,Abbott and Costello Meet the Invisible Man,1
1983,El Norte,1
1981,Rich and Famous,1
1997,An American Werewolf in Paris,1
1970,El topo,1
1986,Labyrinth,1
1995,The Grass Harp,1
1998,Dancing at Lughnasa,1
2006,Fur: An Imaginary Portrait of Diane Arbus,1
1964,Pajama Party,1
1980,Stardust Memories,1
2007,Perfect Stranger,1
2001,Charlotte Gray,1
2008,Forgetting Sarah Marshall,1
1998,Desert Blue,1
2007,Then She Found Me,1
1945,Story of G.I. Joe,1
1969,Support Your Local Sheriff!,1
1988,The Girl in a Swing,1
1989,The Package,1
1988,Two Moon Junction,1
2001,Safar e Ghandehar,1
2006,The Night Listener,1
1982,Things Are Tough All Over,1
2000,The Luzhin Defence,1
1994,Utomlyonnye solntsem,1
1989,Licence to Kill,1
2004,Die fetten Jahre sind vorbei,1
1970,Il giardino dei Finzi Contini,1
2008,Pathology,1
2001,Freedom Downtime,1
1985,Flesh+Blood,1
2009,The Lodger,1
1963,Blood Feast,1
1940,The Grapes of Wrath,1
2000,Pitch Black,1
1997,Affliction,1
1996,Girl 6,1
1985,Clue,1
1986,Desert Bloom,1
2001,Kairo,1
1969,Gojira-Minira-Gabara: Oru kaijû daishingeki,1
1968,Head,1
1991,The Ballad of the Sad Cafe,1
1999,The Thirteenth Floor,1
2007,The Visitor,1
2004,Red Dust,1
1976,Network,1
1997,"This World, Then the Fireworks",1
1995,Lust och fägring stor,1
2006,One Night with the King,1
1993,Barbarians at the Gate,1
1995,The American President,1
1997,Switchback,1
1996,Wish Upon a Star,1
1998,Firestorm,1
1996,Schizopolis,1
2003,Northfork,1
1994,Mina Tannenbaum,1
2002,I Spy,1
2006,300,1
2004,Touch of Pink,1
2007,Love in the Time of Cholera,1
1986,Jason Lives: Friday the 13th Part VI,1
1974,Airport 1975,1
1982,First Blood,1
1929,Chelovek s kino-apparatom,1
1998,Le dîner de cons,1
1994,Shallow Grave,1
1989,Dead Bang,1
1994,Lamerica,1
1991,Doc Hollywood,1
1964,Per un pugno di dollari,1
2006,The Last King of Scotland,1
1955,All That Heaven Allows,1
1979,Manhattan,1
1987,Spaceballs,1
1994,Pontiac Moon,1
1956,Bus Stop,1
2000,Next Friday,1
1998,La vie rêvée des anges,1
1996,Carnosaur 3: Primal Species,1
2003,This Girl's Life,1
1980,Paura nella città dei morti viventi,1
1986,Down and Out in Beverly Hills,1
1993,Sliver,1
2006,Kunsten at græde i kor,1
1944,Dragon Seed,1
1971,Le souffle au coeur,1
2003,Old School,1
1999,Gloomy Sunday - Ein Lied von Liebe und Tod,1
1997,L.A. Confidential,1
1984,"Grandview, U.S.A.",1
2001,Musa,1
1976,Family Plot,1
2002,The Master of Disguise,1
1974,Le fantôme de la liberté,1
1997,Boogie Nights,1
2003,Ong-bak,1
1999,Drop Dead Gorgeous,1
1993,Geronimo: An American Legend,1
1997,Legal Deceit,1
1996,Chacun cherche son chat,1
1976,Bound for Glory,1
1940,Rebecca,1
1999,American Movie,1
1999,"Girl, Interrupted",1
2006,Saibogujiman kwenchana,1
2002,The Mesmerist,1
1987,Ernest Goes to Camp,1
1998,Telling You,1
1963,Dementia 13,1
1997,The Ice Storm,1
1985,Tokyo-Ga,1
1999,Beautiful People,1
1993,A Perfect World,1
1992,Trespass,1
2006,September Dawn,1
2000,Chopper,1
2000,North Beach,1
2001,Who Is Cletis Tout?,1
1991,Child's Play 3,1
1997,The Rainmaker,1
1998,All the Little Animals,1
2008,The Andromeda Strain,1
1999,Doug's 1st Movie,1
1952,Casque d'or,1
1980,L'uomo puma,1
2005,Grizzly Man,1
1967,Belle de jour,1
1954,Carmen Jones,1
1960,Onna ga kaidan wo agaru toki,1
1983,Valley Girl,1
2004,Comme une image,1
1985,Brewster's Millions,1
2001,Driven,1
1999,Babylon 5: A Call to Arms,1
1950,Rashômon,1
1992,Così fan tutte,1
2006,Big Momma's House 2,1
1983,Gorky Park,1
1967,"To Sir, with Love",1
2005,Look Both Ways,1
1968,Teorema,1
1944,The Fighting Seabees,1
2002,Blue Crush,1
2008,Meet the Spartans,1
1941,They Died with Their Boots On,1
2006,Tenacious D in The Pick of Destiny,1
2004,Paparazzi,1
1997,The Fifth Element,1
1945,The Picture of Dorian Gray,1
1997,Eight Days a Week,1
1988,Madame Sousatzka,1
1997,Bent,1
2002,Charlotte Sometimes,1
2001,The Fast and the Furious,1
2006,Ring Around the Rosie,1
1988,Everybody's All-American,1
1975,Race with the Devil,1
1990,Side Out,1
2002,The Mothman Prophecies,1
1998,The Siege,1
2002,Neko no ongaeshi,1
2004,The Big Bounce,1
1984,Splash,1
1962,The Road to Hong Kong,1
2007,Battle for Haditha,1
1991,Nothing But Trouble,1
2002,Manito,1
1946,Make Mine Music,1
1997,Mortal Kombat: Annihilation,1
1989,How to Get Ahead in Advertising,1
2005,Where the Truth Lies,1
1996,Star Trek: First Contact,1
2005,Mad Hot Ballroom,1
2008,Major Movie Star,1
2000,My Dog Skip,1
2006,Matti,1
2003,Cold Creek Manor,1
1956,The Great Locomotive Chase,1
1974,Daisy Miller,1
2007,Kærlighed på film,1
2005,The Gospel,1
1976,Unmade Beds,1
2006,X-Men: The Last Stand,1
2007,Things We Lost in the Fire,1
1983,The Adventures of Bob & Doug McKenzie: Strange Brew,1
1996,If Lucy Fell,1
1999,Austin Powers: The Spy Who Shagged Me,1
2007,Epic Movie,1
1995,Cold Comfort Farm,1
1978,Préparez vos mouchoirs,1
1983,Sudden Impact,1
1980,The Monster Club,1
2001,L'anglaise et le duc,1
1988,License to Drive,1
1995,Toy story,1
1979,Rupan sansei: Kariosutoro no shiro,1
2001,Amy's Orgasm,1
2000,Live Nude Girls Unite!,1
2003,Looney Tunes: Back in Action,1
1985,Lifeforce,1
1999,Snow Falling on Cedars,1
1937,Marked Woman,1
1967,Bonnie and Clyde,1
2004,Kakushi ken oni no tsume,1
1996,Hard Core Logo,1
1962,Kingu Kongu tai Gojira,1
2005,Transamerica,1
1998,"Blood, Guts, Bullets and Octane",1
2005,Breakfast on Pluto,1
1968,C'era una volta il West,1
2000,Gangster No. 1,1
2007,The Nanny Diaries,1
1993,The Secret Garden,1
1989,"Honey, I Shrunk the Kids",1
1991,City Slickers,1
1999,Buena Vista Social Club,1
1993,Jack the Bear,1
2006,Ye yan,1
1977,The Serpent's Egg,1
1993,The Cement Garden,1
1990,Hard to Kill,1
1980,The Private Eyes,1
2000,Bless the Child,1
1986,Blue Velvet,1
1989,K-9,1
1984,Swing Shift,1
2007,Roman de gare,1
1996,La sindrome di Stendhal,1
2002,Skins,1
1986,Koneko monogatari,1
1996,Kolja,1
1991,Rambling Rose,1
1998,The Brandon Teena Story,1
1998,3 Ninjas: High Noon at Mega Mountain,1
1968,The Charge of the Light Brigade,1
1997,Kids of the Round Table,1
2005,Be Cool,1
1963,The Great Escape,1
1992,American Me,1
1988,Full Moon in Blue Water,1
1996,Set It Off,1
1980,A Small Circle of Friends,1
1998,Fotoamator,1
1960,Let's Make Love,1
1964,Becket,1
1973,The Mack,1
2006,Cocaine Cowboys,1
1986,Manon des sources,1
1992,A Stranger Among Us,1
